Date,Location,Store_ID,Product_Category,Product_ID,Product_Name,Units_Sold,Unit_Price,Discount_Offered (%),Payment_Method,Customer_Age_Group,Customer_Gender,Sales_Representative_ID,Customer_Rating
28-04-2023,Kolkata,CROMA-3087,Laptops,P-30313,Laptops 11,3,35049.18,0,Credit Card,26-35,Male,SR-167,3.5
23-04-2023,Mumbai,CROMA-8023,Mobile Phones,P-18734,Mobile Phones 13,6,7756.85,0,Cash,36-45,Female,SR-426,3.5
07-04-2023,Hyderabad,CROMA-8633,Cameras,P-17047,Cameras 3,4,10976.13,0,Credit Card,18-25,Female,SR-744,3.7
06-04-2023,Ahmedabad,CROMA-2639,Home Appliances,P-20043,Home Appliances 8,10,46841.73,10,Credit Card,18-25,Male,SR-526,4.7
21-04-2023,Pune,CROMA-7899,Home Appliances,P-55577,Home Appliances 4,1,41620.26,5,Cash,46-60,Male,SR-775,4.6
04-04-2023,Pune,CROMA-3775,Home Appliances,P-99473,Home Appliances 4,5,28747.17,10,Cash,26-35,Non-Binary,SR-883,3.5
22-04-2023,Ahmedabad,CROMA-5352,Home Appliances,P-19554,Home Appliances 20,3,40611.49,0,Cash,26-35,Non-Binary,SR-714,3.6
15-04-2023,Hyderabad,CROMA-1697,Cameras,P-98457,Cameras 11,5,18056.17,10,Cash,36-45,Non-Binary,SR-196,4.7
09-04-2023,Delhi,CROMA-6057,Cameras,P-54857,Cameras 15,1,19661,5,Credit Card,26-35,Male,SR-224,4.6
20-04-2023,Pune,CROMA-3652,Home Appliances,P-22683,Home Appliances 15,10,14245.67,15,Debit Card,46-60,Male,SR-883,4.8
13-05-2023,Bangalore,CROMA-2495,Laptops,P-42936,Laptops 7,9,6972.12,10,Cash,18-25,Non-Binary,SR-864,4.1
12-05-2023,Pune,CROMA-6065,Home Appliances,P-52679,Home Appliances 1,6,29598.17,10,Cash,46-60,Non-Binary,SR-972,3.9
23-05-2023,Delhi,CROMA-9750,Mobile Phones,P-97095,Mobile Phones 11,8,31083.23,0,Debit Card,36-45,Male,SR-963,3.2
11-05-2023,Pune,CROMA-2453,Laptops,P-11897,Laptops 17,9,15323.88,0,Credit Card,18-25,Male,SR-384,4.6
17-05-2023,Pune,CROMA-7118,Mobile Phones,P-92928,Mobile Phones 8,8,10392.38,0,Credit Card,36-45,Female,SR-169,4.6
11-05-2023,Chennai,CROMA-3672,Mobile Phones,P-74384,Mobile Phones 20,6,13293.27,0,Debit Card,46-60,Female,SR-517,4.5
10-05-2023,Ahmedabad,CROMA-7700,Mobile Phones,P-94945,Mobile Phones 19,1,15464.79,0,Credit Card,46-60,Female,SR-111,4.5
04-05-2023,Pune,CROMA-8075,Home Appliances,P-36226,Home Appliances 6,7,27591.81,5,Credit Card,18-25,Male,SR-749,3.3
24-05-2023,Pune,CROMA-5024,Mobile Phones,P-95038,Mobile Phones 19,1,6375.97,0,Credit Card,26-35,Female,SR-443,3.1
09-05-2023,Delhi,CROMA-7482,Home Appliances,P-41761,Home Appliances 8,6,15193.3,10,Credit Card,46-60,Non-Binary,SR-645,3.7
14-05-2023,Chennai,CROMA-5419,Cameras,P-13767,Cameras 7,5,37959.36,15,Debit Card,36-45,Male,SR-575,3.3
28-05-2023,Ahmedabad,CROMA-6831,Laptops,P-48899,Laptops 13,2,17882.37,5,EMI,18-25,Female,SR-472,3.7
25-05-2023,Chennai,CROMA-3541,Laptops,P-60943,Laptops 12,8,20268.8,0,Cash,46-60,Female,SR-606,3.8
09-05-2023,Mumbai,CROMA-2645,Laptops,P-54836,Laptops 12,6,40783.24,15,EMI,26-35,Female,SR-640,4.9
06-05-2023,Chennai,CROMA-4477,Televisions,P-52146,Televisions 13,6,8683.33,15,UPI,18-25,Male,SR-572,3.8
05-05-2023,Pune,CROMA-8396,Home Appliances,P-58010,Home Appliances 7,8,48490.69,5,Credit Card,18-25,Male,SR-652,5
25-05-2023,Delhi,CROMA-3623,Televisions,P-40556,Televisions 16,2,44226.44,5,Cash,18-25,Non-Binary,SR-498,4.7
21-05-2023,Chennai,CROMA-9391,Laptops,P-22048,Laptops 17,9,49412.6,10,Cash,18-25,Non-Binary,SR-649,4.9
28-05-2023,Chennai,CROMA-4432,Home Appliances,P-60777,Home Appliances 18,1,31168.27,10,Credit Card,46-60,Female,SR-932,3.9
16-05-2023,Bangalore,CROMA-5551,Laptops,P-52572,Laptops 19,6,18520.77,15,Debit Card,36-45,Non-Binary,SR-948,4.5
20-05-2023,Chennai,CROMA-2064,Home Appliances,P-12909,Home Appliances 4,6,43065.1,10,Cash,18-25,Female,SR-378,4.1
07-05-2023,Chennai,CROMA-4662,Home Appliances,P-26001,Home Appliances 20,1,43386.6,5,EMI,26-35,Non-Binary,SR-173,3.3
06-05-2023,Delhi,CROMA-2760,Laptops,P-56535,Laptops 6,2,13568,15,EMI,46-60,Female,SR-378,5
20-05-2023,Pune,CROMA-5967,Mobile Phones,P-47130,Mobile Phones 19,10,12805.45,10,Cash,36-45,Female,SR-171,4
22-05-2023,Pune,CROMA-5298,Cameras,P-31679,Cameras 9,4,46734.78,10,Debit Card,46-60,Non-Binary,SR-173,3.7
03-05-2023,Ahmedabad,CROMA-7977,Mobile Phones,P-43090,Mobile Phones 7,4,25463.67,10,UPI,18-25,Non-Binary,SR-463,4.4
18-05-2023,Delhi,CROMA-1349,Laptops,P-20903,Laptops 3,5,39403.87,5,Credit Card,26-35,Female,SR-547,4.9
28-05-2023,Kolkata,CROMA-9924,Laptops,P-81680,Laptops 18,8,10101.06,0,Debit Card,26-35,Non-Binary,SR-368,3.4
22-05-2023,Delhi,CROMA-4836,Mobile Phones,P-41544,Mobile Phones 13,9,19036.21,10,EMI,36-45,Non-Binary,SR-349,4.3
16-05-2023,Pune,CROMA-1252,Laptops,P-11397,Laptops 14,2,39083.97,15,EMI,26-35,Male,SR-895,3.7
01-05-2023,Hyderabad,CROMA-6189,Mobile Phones,P-79691,Mobile Phones 3,6,34116.43,15,UPI,46-60,Non-Binary,SR-289,4
24-05-2023,Chennai,CROMA-8303,Televisions,P-15712,Televisions 11,8,25298.91,0,Cash,18-25,Female,SR-443,4.8
20-05-2023,Ahmedabad,CROMA-2562,Laptops,P-46926,Laptops 11,5,25815,10,Credit Card,46-60,Female,SR-950,4.1
18-05-2023,Hyderabad,CROMA-5593,Mobile Phones,P-83316,Mobile Phones 4,4,14915.06,0,UPI,36-45,Male,SR-572,4.5
18-05-2023,Mumbai,CROMA-9551,Cameras,P-29563,Cameras 16,1,6634.57,10,Credit Card,18-25,Male,SR-507,4.2
12-05-2023,Kolkata,CROMA-2189,Cameras,P-22123,Cameras 5,10,25486.85,15,EMI,46-60,Male,SR-690,4.6
06-05-2023,Delhi,CROMA-5781,Televisions,P-97306,Televisions 12,2,8217.92,5,Credit Card,26-35,Male,SR-957,4.6
24-05-2023,Pune,CROMA-8257,Home Appliances,P-47853,Home Appliances 7,2,13636.47,15,UPI,26-35,Female,SR-111,4.1
07-05-2023,Ahmedabad,CROMA-4931,Cameras,P-79534,Cameras 6,7,10190.24,0,EMI,46-60,Non-Binary,SR-713,5
25-05-2023,Hyderabad,CROMA-5954,Home Appliances,P-52370,Home Appliances 18,4,25513.93,15,EMI,18-25,Non-Binary,SR-497,3.8
07-05-2023,Hyderabad,CROMA-6053,Laptops,P-88702,Laptops 10,9,12026.77,15,UPI,18-25,Non-Binary,SR-678,4.1
28-05-2023,Pune,CROMA-6231,Cameras,P-25405,Cameras 18,7,16944.92,0,Credit Card,26-35,Male,SR-959,3.2
19-05-2023,Ahmedabad,CROMA-8530,Mobile Phones,P-47155,Mobile Phones 12,8,40719.41,15,Debit Card,18-25,Female,SR-824,3.9
23-05-2023,Delhi,CROMA-1094,Televisions,P-83581,Televisions 11,5,36688.26,15,Cash,26-35,Female,SR-883,3.2
28-05-2023,Bangalore,CROMA-6179,Laptops,P-16083,Laptops 10,8,6847.13,10,Debit Card,46-60,Female,SR-188,3.6
18-05-2023,Pune,CROMA-6849,Televisions,P-39566,Televisions 1,5,9783.3,0,Debit Card,26-35,Male,SR-390,3.4
15-05-2023,Hyderabad,CROMA-4143,Cameras,P-50065,Cameras 4,2,19206.56,5,UPI,26-35,Male,SR-267,4.3
24-05-2023,Chennai,CROMA-1262,Televisions,P-23297,Televisions 5,6,16999.4,10,Cash,36-45,Female,SR-828,4.2
27-05-2023,Hyderabad,CROMA-5434,Cameras,P-74169,Cameras 5,4,40040.6,10,Cash,46-60,Male,SR-813,4.6
26-05-2023,Hyderabad,CROMA-9073,Cameras,P-64637,Cameras 8,4,31118.19,10,EMI,46-60,Male,SR-410,3.8
09-05-2023,Delhi,CROMA-9950,Televisions,P-92874,Televisions 4,10,13965,5,EMI,26-35,Non-Binary,SR-863,4.3
09-05-2023,Bangalore,CROMA-1492,Mobile Phones,P-49435,Mobile Phones 14,2,41965.61,0,Cash,46-60,Male,SR-112,4.4
06-05-2023,Mumbai,CROMA-7719,Home Appliances,P-58371,Home Appliances 4,1,31631.11,15,UPI,26-35,Female,SR-394,3
27-05-2023,Delhi,CROMA-1383,Home Appliances,P-14040,Home Appliances 15,5,47122.59,10,UPI,46-60,Non-Binary,SR-753,3.2
28-05-2023,Pune,CROMA-5794,Laptops,P-53390,Laptops 13,2,22408.67,0,Cash,36-45,Female,SR-188,4.6
19-05-2023,Hyderabad,CROMA-5060,Laptops,P-37636,Laptops 19,3,45739.49,5,UPI,46-60,Non-Binary,SR-580,3.7
09-05-2023,Chennai,CROMA-4166,Televisions,P-39030,Televisions 14,9,24457.06,0,Credit Card,36-45,Male,SR-877,3.9
06-05-2023,Bangalore,CROMA-8488,Televisions,P-18160,Televisions 10,10,33189.5,15,Cash,46-60,Female,SR-557,4
05-05-2023,Mumbai,CROMA-1554,Mobile Phones,P-94378,Mobile Phones 9,9,42666.27,0,UPI,26-35,Male,SR-421,4.3
05-05-2023,Mumbai,CROMA-3011,Laptops,P-33649,Laptops 10,7,25866.25,5,EMI,46-60,Male,SR-837,4.5
17-05-2023,Chennai,CROMA-5967,Televisions,P-60817,Televisions 3,1,12884.67,15,Credit Card,26-35,Male,SR-684,3.2
10-05-2023,Mumbai,CROMA-9931,Laptops,P-85260,Laptops 11,8,25386.75,15,Debit Card,46-60,Male,SR-124,4.6
12-05-2023,Pune,CROMA-7371,Cameras,P-96416,Cameras 16,7,15395.99,10,Debit Card,26-35,Male,SR-507,3.8
11-05-2023,Hyderabad,CROMA-9662,Mobile Phones,P-44106,Mobile Phones 4,1,7818.27,5,Credit Card,18-25,Female,SR-553,3.4
10-05-2023,Pune,CROMA-9464,Laptops,P-90710,Laptops 1,3,32547.08,15,Debit Card,36-45,Non-Binary,SR-579,4.6
23-05-2023,Pune,CROMA-8694,Televisions,P-17297,Televisions 8,4,29978.62,15,Debit Card,36-45,Female,SR-221,5
27-05-2023,Kolkata,CROMA-5387,Mobile Phones,P-64211,Mobile Phones 9,6,6469.6,15,EMI,26-35,Female,SR-638,3.5
22-05-2023,Pune,CROMA-1708,Home Appliances,P-81436,Home Appliances 4,5,39425.27,15,Credit Card,36-45,Female,SR-349,3.4
18-05-2023,Mumbai,CROMA-3820,Cameras,P-12546,Cameras 20,4,7593.93,0,Debit Card,18-25,Non-Binary,SR-251,3.4
06-05-2023,Mumbai,CROMA-6076,Cameras,P-65241,Cameras 1,6,33398.08,10,Debit Card,18-25,Male,SR-887,4.7
24-05-2023,Chennai,CROMA-7351,Home Appliances,P-47522,Home Appliances 15,4,44569.17,15,Credit Card,26-35,Male,SR-511,3.7
13-05-2023,Pune,CROMA-2454,Mobile Phones,P-33128,Mobile Phones 20,3,14556.12,5,Credit Card,26-35,Male,SR-691,3.8
13-05-2023,Pune,CROMA-2109,Televisions,P-54406,Televisions 11,3,19309.94,0,Debit Card,36-45,Non-Binary,SR-118,4.5
28-05-2023,Chennai,CROMA-9565,Cameras,P-72027,Cameras 7,3,46395.18,10,Debit Card,46-60,Non-Binary,SR-656,3.2
15-05-2023,Hyderabad,CROMA-7450,Televisions,P-12118,Televisions 9,8,17769.17,10,Cash,26-35,Non-Binary,SR-988,5
03-05-2023,Bangalore,CROMA-5406,Mobile Phones,P-95536,Mobile Phones 16,10,21035.19,5,Credit Card,36-45,Non-Binary,SR-932,3.9
18-05-2023,Delhi,CROMA-2810,Televisions,P-29286,Televisions 19,2,29255.94,5,EMI,18-25,Male,SR-275,4.4
14-05-2023,Ahmedabad,CROMA-7095,Cameras,P-93743,Cameras 18,8,47939.4,5,Debit Card,26-35,Female,SR-623,4.2
06-05-2023,Pune,CROMA-3964,Mobile Phones,P-60587,Mobile Phones 3,1,6332.19,0,Cash,46-60,Male,SR-663,4.4
08-05-2023,Ahmedabad,CROMA-7105,Home Appliances,P-13760,Home Appliances 8,6,32961.93,10,Credit Card,18-25,Non-Binary,SR-312,3.5
08-05-2023,Ahmedabad,CROMA-6637,Home Appliances,P-38840,Home Appliances 20,3,21079.79,5,Cash,46-60,Female,SR-599,4.9
09-05-2023,Bangalore,CROMA-2914,Cameras,P-11248,Cameras 14,7,40263.85,15,UPI,46-60,Female,SR-918,3.6
25-05-2023,Chennai,CROMA-5422,Televisions,P-95384,Televisions 16,1,14316.76,15,Cash,18-25,Female,SR-790,4.6
27-05-2023,Mumbai,CROMA-4145,Cameras,P-32849,Cameras 17,8,43729.55,5,Cash,18-25,Non-Binary,SR-325,4.6
21-05-2023,Mumbai,CROMA-7808,Televisions,P-33477,Televisions 11,5,9444.89,5,Credit Card,36-45,Male,SR-869,4.9
24-05-2023,Chennai,CROMA-8383,Laptops,P-11124,Laptops 5,5,22165.75,5,Debit Card,36-45,Male,SR-274,3.9
06-05-2023,Delhi,CROMA-9419,Televisions,P-71064,Televisions 1,2,19528.84,0,Cash,36-45,Non-Binary,SR-355,3.6
20-05-2023,Delhi,CROMA-7856,Home Appliances,P-40754,Home Appliances 19,4,38321.86,15,UPI,46-60,Female,SR-564,3.5
26-05-2023,Delhi,CROMA-2032,Home Appliances,P-43146,Home Appliances 14,10,30086.16,15,Credit Card,26-35,Male,SR-311,4.5
05-05-2023,Delhi,CROMA-1207,Televisions,P-68015,Televisions 6,10,41357.13,0,UPI,36-45,Female,SR-702,3.2
05-05-2023,Mumbai,CROMA-6576,Home Appliances,P-86398,Home Appliances 2,9,30246.08,10,Cash,46-60,Non-Binary,SR-212,3.2
21-05-2023,Bangalore,CROMA-5111,Laptops,P-27216,Laptops 7,7,12687.04,15,EMI,18-25,Male,SR-193,3.8
20-05-2023,Bangalore,CROMA-7578,Laptops,P-40620,Laptops 15,9,18611.81,15,UPI,26-35,Non-Binary,SR-627,3.6
11-05-2023,Delhi,CROMA-2286,Televisions,P-45672,Televisions 4,6,35283.14,10,EMI,26-35,Female,SR-177,4.6
13-05-2023,Kolkata,CROMA-4608,Home Appliances,P-85665,Home Appliances 17,7,31491.73,10,Cash,36-45,Female,SR-731,4.3
23-05-2023,Ahmedabad,CROMA-4218,Mobile Phones,P-10971,Mobile Phones 10,5,5824.75,0,EMI,36-45,Female,SR-812,3.9
10-05-2023,Mumbai,CROMA-9524,Mobile Phones,P-61352,Mobile Phones 12,1,20278.64,15,Credit Card,36-45,Female,SR-893,4.2
16-05-2023,Mumbai,CROMA-9756,Mobile Phones,P-48932,Mobile Phones 20,2,35374.53,10,UPI,46-60,Female,SR-626,4.2
16-05-2023,Ahmedabad,CROMA-3160,Laptops,P-83265,Laptops 12,10,28333.34,0,Debit Card,26-35,Male,SR-527,3.5
18-05-2023,Mumbai,CROMA-7141,Televisions,P-46840,Televisions 20,9,33567.73,5,EMI,26-35,Male,SR-831,3.6
10-06-2023,Pune,CROMA-7799,Mobile Phones,P-22250,Mobile Phones 16,8,43446.57,0,Cash,18-25,Male,SR-672,3.2
04-06-2023,Bangalore,CROMA-6084,Home Appliances,P-74053,Home Appliances 2,4,31133.67,15,Cash,18-25,Male,SR-824,3.1
14-06-2023,Hyderabad,CROMA-9790,Televisions,P-71997,Televisions 8,5,13181.84,0,EMI,26-35,Non-Binary,SR-747,3.7
24-06-2023,Mumbai,CROMA-6307,Mobile Phones,P-37566,Mobile Phones 7,3,46124.88,0,Credit Card,18-25,Female,SR-122,4.4
08-06-2023,Hyderabad,CROMA-5292,Home Appliances,P-85799,Home Appliances 13,3,7637.24,0,UPI,18-25,Non-Binary,SR-351,4.6
09-06-2023,Chennai,CROMA-7074,Home Appliances,P-55412,Home Appliances 19,6,30995.81,15,Debit Card,36-45,Female,SR-997,3.2
02-06-2023,Ahmedabad,CROMA-3637,Laptops,P-63280,Laptops 3,4,18154.43,5,Debit Card,46-60,Male,SR-961,4.5
18-06-2023,Delhi,CROMA-2158,Mobile Phones,P-60722,Mobile Phones 6,8,36636.44,5,EMI,36-45,Male,SR-762,4.8
15-06-2023,Ahmedabad,CROMA-1922,Televisions,P-55003,Televisions 6,2,7942.79,10,UPI,18-25,Non-Binary,SR-216,3.1
05-06-2023,Ahmedabad,CROMA-3694,Mobile Phones,P-34815,Mobile Phones 9,5,23239.09,15,Credit Card,36-45,Male,SR-843,3.3
28-06-2023,Ahmedabad,CROMA-8790,Cameras,P-72127,Cameras 20,2,33673.99,10,UPI,36-45,Male,SR-951,4.3
18-06-2023,Chennai,CROMA-1630,Laptops,P-71360,Laptops 2,8,28911.11,5,EMI,36-45,Non-Binary,SR-454,3.1
24-06-2023,Mumbai,CROMA-2394,Mobile Phones,P-88164,Mobile Phones 20,6,20895.8,0,UPI,18-25,Female,SR-551,3.4
22-06-2023,Ahmedabad,CROMA-9920,Laptops,P-16147,Laptops 5,7,34156.79,15,EMI,18-25,Female,SR-863,4.1
01-06-2023,Bangalore,CROMA-8693,Televisions,P-89220,Televisions 16,3,39910.81,5,Cash,46-60,Non-Binary,SR-948,3.7
09-06-2023,Hyderabad,CROMA-4035,Laptops,P-42816,Laptops 7,3,21842.89,5,Credit Card,26-35,Male,SR-796,3.5
18-06-2023,Kolkata,CROMA-1047,Home Appliances,P-24213,Home Appliances 20,3,33985.8,10,Cash,36-45,Male,SR-899,3.6
17-06-2023,Pune,CROMA-1518,Mobile Phones,P-31551,Mobile Phones 10,9,12556.48,10,EMI,46-60,Female,SR-502,3.6
18-06-2023,Ahmedabad,CROMA-4461,Mobile Phones,P-20609,Mobile Phones 2,3,13463.66,5,Cash,46-60,Non-Binary,SR-164,3.8
11-06-2023,Hyderabad,CROMA-7469,Televisions,P-41881,Televisions 7,3,30924.49,0,Credit Card,46-60,Female,SR-232,3.5
03-06-2023,Ahmedabad,CROMA-9369,Cameras,P-18680,Cameras 19,9,46417.73,15,Debit Card,36-45,Female,SR-910,3.2
02-06-2023,Chennai,CROMA-8475,Laptops,P-27639,Laptops 12,8,32172.93,15,Debit Card,18-25,Non-Binary,SR-602,4.7
08-06-2023,Ahmedabad,CROMA-6813,Laptops,P-86685,Laptops 9,4,9394.54,10,EMI,46-60,Female,SR-674,4.8
13-06-2023,Ahmedabad,CROMA-3758,Cameras,P-77063,Cameras 19,8,18936.49,15,UPI,18-25,Male,SR-979,3.4
03-06-2023,Mumbai,CROMA-1711,Televisions,P-59624,Televisions 14,3,11412.63,10,UPI,26-35,Female,SR-442,4.3
06-06-2023,Kolkata,CROMA-2095,Home Appliances,P-47117,Home Appliances 3,4,42376.51,0,EMI,36-45,Female,SR-748,3.1
06-06-2023,Pune,CROMA-1260,Laptops,P-82504,Laptops 12,5,39430.39,5,Debit Card,36-45,Male,SR-420,3.6
07-06-2023,Delhi,CROMA-3081,Laptops,P-84963,Laptops 2,6,22522.16,15,Credit Card,26-35,Male,SR-724,3.4
18-06-2023,Delhi,CROMA-9434,Laptops,P-58876,Laptops 18,5,9250.13,5,Cash,36-45,Non-Binary,SR-794,3.7
19-06-2023,Kolkata,CROMA-9209,Cameras,P-91836,Cameras 6,5,36581.99,5,Credit Card,18-25,Non-Binary,SR-282,4.4
08-06-2023,Ahmedabad,CROMA-3273,Mobile Phones,P-75846,Mobile Phones 8,2,40371.66,15,UPI,26-35,Non-Binary,SR-250,4.1
28-06-2023,Kolkata,CROMA-1628,Laptops,P-71062,Laptops 14,10,35576.27,10,Debit Card,36-45,Non-Binary,SR-917,3.9
03-06-2023,Hyderabad,CROMA-3397,Televisions,P-91610,Televisions 8,1,48721.53,5,Debit Card,46-60,Non-Binary,SR-115,3.5
15-06-2023,Ahmedabad,CROMA-9438,Mobile Phones,P-39112,Mobile Phones 4,8,34766.33,15,Credit Card,18-25,Male,SR-655,4.9
03-06-2023,Mumbai,CROMA-3113,Cameras,P-65299,Cameras 3,10,46531.39,0,Debit Card,26-35,Male,SR-783,4.6
26-06-2023,Pune,CROMA-4407,Home Appliances,P-60148,Home Appliances 7,4,28437.21,0,EMI,26-35,Male,SR-854,3.3
28-06-2023,Delhi,CROMA-5501,Televisions,P-84777,Televisions 9,2,37940,0,EMI,18-25,Female,SR-141,3.5
20-06-2023,Kolkata,CROMA-5585,Mobile Phones,P-41124,Mobile Phones 15,5,44134.11,0,UPI,46-60,Non-Binary,SR-104,3
01-06-2023,Mumbai,CROMA-4811,Cameras,P-84482,Cameras 12,4,5276.97,15,Cash,18-25,Female,SR-666,4.1
15-06-2023,Kolkata,CROMA-5337,Laptops,P-48375,Laptops 6,8,40408.22,15,UPI,46-60,Male,SR-985,3.7
13-06-2023,Kolkata,CROMA-8823,Televisions,P-60712,Televisions 15,1,29328.94,10,Cash,26-35,Male,SR-917,4.4
17-06-2023,Chennai,CROMA-2671,Home Appliances,P-78259,Home Appliances 8,2,16447.57,10,Credit Card,26-35,Female,SR-364,4.7
17-06-2023,Pune,CROMA-3753,Laptops,P-45416,Laptops 15,3,37799.05,0,Cash,26-35,Male,SR-476,3.9
03-06-2023,Delhi,CROMA-4574,Televisions,P-67989,Televisions 6,9,11406.02,10,Credit Card,36-45,Female,SR-617,4.1
12-06-2023,Kolkata,CROMA-2999,Mobile Phones,P-29175,Mobile Phones 4,10,11290.91,0,Debit Card,18-25,Male,SR-416,3.5
21-06-2023,Kolkata,CROMA-7025,Cameras,P-12722,Cameras 12,2,15189.71,0,UPI,26-35,Male,SR-997,3.7
15-06-2023,Hyderabad,CROMA-7804,Cameras,P-85438,Cameras 20,5,25857.29,10,Cash,26-35,Male,SR-272,3.5
03-06-2023,Kolkata,CROMA-4852,Home Appliances,P-88323,Home Appliances 5,10,42386.99,0,UPI,46-60,Non-Binary,SR-401,4.8
15-06-2023,Delhi,CROMA-4076,Televisions,P-56236,Televisions 10,3,13873.1,5,EMI,36-45,Female,SR-542,4.1
04-06-2023,Ahmedabad,CROMA-3937,Mobile Phones,P-49858,Mobile Phones 6,8,39742.94,5,EMI,36-45,Non-Binary,SR-891,3.5
21-06-2023,Hyderabad,CROMA-7707,Laptops,P-50695,Laptops 7,2,8990.48,0,Cash,36-45,Non-Binary,SR-153,4.3
24-06-2023,Kolkata,CROMA-4593,Mobile Phones,P-77357,Mobile Phones 8,7,43960.14,0,UPI,46-60,Non-Binary,SR-510,4.2
11-06-2023,Ahmedabad,CROMA-2816,Televisions,P-79946,Televisions 1,4,42985.54,5,Credit Card,26-35,Male,SR-841,4.4
10-06-2023,Hyderabad,CROMA-6251,Televisions,P-46509,Televisions 16,8,38514.84,10,Credit Card,36-45,Female,SR-138,3
11-06-2023,Chennai,CROMA-6873,Laptops,P-76765,Laptops 3,6,38336.22,5,Credit Card,46-60,Male,SR-680,4.4
21-06-2023,Chennai,CROMA-5230,Laptops,P-25817,Laptops 15,4,20716.07,0,Cash,46-60,Non-Binary,SR-799,4.2
19-06-2023,Delhi,CROMA-1504,Televisions,P-32842,Televisions 6,1,19625.08,5,Cash,26-35,Male,SR-426,3.1
28-06-2023,Mumbai,CROMA-5451,Mobile Phones,P-39782,Mobile Phones 6,6,47824.69,10,EMI,36-45,Male,SR-668,3.9
12-06-2023,Ahmedabad,CROMA-3890,Mobile Phones,P-73984,Mobile Phones 17,8,35716.76,5,Debit Card,18-25,Female,SR-863,4.6
13-06-2023,Hyderabad,CROMA-7216,Home Appliances,P-80868,Home Appliances 19,2,44328.09,15,Debit Card,26-35,Non-Binary,SR-678,4
11-06-2023,Delhi,CROMA-6624,Laptops,P-15745,Laptops 17,9,21892.15,15,UPI,26-35,Female,SR-540,3.9
09-06-2023,Chennai,CROMA-8762,Laptops,P-10631,Laptops 12,3,40080.66,5,Cash,46-60,Male,SR-861,3.9
26-06-2023,Chennai,CROMA-8052,Cameras,P-19824,Cameras 20,3,29367.39,15,Debit Card,26-35,Non-Binary,SR-829,3.5
28-06-2023,Kolkata,CROMA-2693,Cameras,P-94746,Cameras 8,2,47347.09,0,Cash,46-60,Non-Binary,SR-723,4.5
26-06-2023,Chennai,CROMA-5578,Televisions,P-64845,Televisions 18,10,14182.71,10,Cash,18-25,Female,SR-203,3.3
24-06-2023,Bangalore,CROMA-9319,Televisions,P-86036,Televisions 10,2,36269.41,10,EMI,18-25,Male,SR-293,3.2
03-06-2023,Ahmedabad,CROMA-8893,Laptops,P-43665,Laptops 6,6,17330.51,5,EMI,46-60,Non-Binary,SR-915,3.8
02-06-2023,Chennai,CROMA-8869,Televisions,P-74878,Televisions 2,2,41876.82,10,EMI,26-35,Female,SR-689,4.5
12-06-2023,Ahmedabad,CROMA-5904,Televisions,P-82597,Televisions 9,8,47384.59,15,Credit Card,18-25,Female,SR-250,3.1
24-06-2023,Delhi,CROMA-7908,Cameras,P-22005,Cameras 19,4,37514.81,5,Cash,26-35,Male,SR-999,3.2
23-06-2023,Bangalore,CROMA-6080,Televisions,P-38200,Televisions 12,5,5760.48,5,UPI,36-45,Female,SR-177,3.6
18-06-2023,Delhi,CROMA-2413,Cameras,P-55680,Cameras 13,2,19340.4,0,Cash,46-60,Female,SR-128,3.3
14-06-2023,Delhi,CROMA-4161,Televisions,P-17884,Televisions 17,5,8221.68,10,Cash,46-60,Non-Binary,SR-936,3.2
26-06-2023,Pune,CROMA-6484,Televisions,P-55400,Televisions 12,10,33032.34,0,Debit Card,46-60,Female,SR-986,3.6
24-06-2023,Pune,CROMA-8166,Home Appliances,P-35670,Home Appliances 6,10,32210.08,5,EMI,36-45,Male,SR-329,3.3
08-06-2023,Ahmedabad,CROMA-7549,Laptops,P-12666,Laptops 13,7,21700.59,5,EMI,26-35,Male,SR-147,3
01-06-2023,Bangalore,CROMA-8323,Laptops,P-47482,Laptops 17,1,37627.48,15,UPI,26-35,Female,SR-379,3.5
22-06-2023,Mumbai,CROMA-1353,Laptops,P-51647,Laptops 3,8,44916.93,5,EMI,36-45,Non-Binary,SR-780,4.1
20-06-2023,Kolkata,CROMA-7778,Mobile Phones,P-10963,Mobile Phones 17,5,40170.1,0,Debit Card,46-60,Male,SR-160,4.1
24-06-2023,Hyderabad,CROMA-9285,Home Appliances,P-55408,Home Appliances 9,3,44957.33,0,Debit Card,18-25,Female,SR-332,3.8
28-06-2023,Pune,CROMA-9034,Cameras,P-27919,Cameras 4,6,12023.64,0,UPI,26-35,Non-Binary,SR-936,3.7
24-06-2023,Mumbai,CROMA-7587,Televisions,P-25342,Televisions 4,5,28972.4,5,Cash,18-25,Non-Binary,SR-840,3.7
19-06-2023,Mumbai,CROMA-7763,Home Appliances,P-71279,Home Appliances 7,9,19681.47,0,Cash,26-35,Female,SR-614,4.7
21-06-2023,Delhi,CROMA-2837,Cameras,P-76020,Cameras 15,10,41355.48,10,EMI,26-35,Male,SR-648,3
14-06-2023,Mumbai,CROMA-1958,Cameras,P-62480,Cameras 14,2,27636.05,5,UPI,26-35,Male,SR-246,3.7
20-06-2023,Chennai,CROMA-8396,Home Appliances,P-60166,Home Appliances 7,9,43522.38,5,Credit Card,36-45,Non-Binary,SR-811,3.4
03-06-2023,Mumbai,CROMA-4540,Home Appliances,P-64889,Home Appliances 19,9,7073.93,0,Debit Card,18-25,Male,SR-285,3.3
